MatchID,Home,Away,Date,Season,Text
716,West Bromwich Albion,Watford,Fri 15 Apr 2016 14.20 BST,2015-16,"What odds this battle of 14th versus 15th and joint-lowest scorers in the division being last on Match of the Day? Albion have the worst shots-on-target average in the country, while Watford are on a stinking run of form (losing four of their last five) and might have an eye on next weekend’s FA Cup semi-final. The reverse fixture, predictably, ended scoreless. Alan Smith"
717,Bournemouth,Liverpool,Fri 15 Apr 2016 13.45 BST,2015-16,"How much energy will Liverpool have after Thursday night’s heroic comeback against Borussia Dortmund? A trip to face Eddie Howe’s high-energy Bournemouth, who could remarkably finish in the top half in their debut top-flight season, is sure to be testing. The hosts will be without influential midfielder Harry Arter, though, who has an ankle injury that might rule him out of Euro 2016. Alan Smith"
718,Everton,Southampton,Fri 15 Apr 2016 12.36 BST,2015-16,"Europe remains an incentive for Ronald Koeman with his team just two points off qualification for the Europa League but for Roberto Martínez the pressure is much closer to home. Eight home league defeats are the principal reason for mounting criticism of the Everton manager, who has a Merseyside derby and FA Cup semi-final next week and may protect such leading players as Romelu Lukaku and Ross Barkley from minor knocks as a consequence. Andy Hunter"
719,Sunderland,Leicester City,Fri 8 Apr 2016 18.10 BST,2015-16,"Jan Kirchhoff and Yann M’Vila take on N’Golo Kanté and Danny Drinkwater in an intriguing meeting between two formidably strong central midfield departments as two teams with broadly similar playing philosophies lock horns. Jermain Defoe will hope to upstage Jamie Vardy on a day when Sunderland aim to prove they are not quite as bad as their position, third bottom in the table, suggests. Sam Allardyce’s problem is that Leicester will want to remind everyone – Tottenham particularly – why they would make worthy champions. Louise Taylor"
720,Southampton,Newcastle United,Fri 8 Apr 2016 17.52 BST,2015-16,"The Rafa Benítez effect has yet to take hold at Newcastle and the manager and club are running out of time and matches. If they are to make a late dash out of the relegation zone, they could do with getting their first away point – or three – of the year at St Mary’s. Aleksandar Mitrovic made a strong case for a starting spot, scoring twice at Norwich last week after coming off the bench, but Southampton’s central defenders are capable of stifling the Serb’s aerial ability and the hosts will fancy their chances of winning to reassert their push for European qualification. Paul Doyle"
721,Liverpool,Stoke City,Fri 8 Apr 2016 17.28 BST,2015-16,"Jürgen Klopp’s team are eyeing European qualification through the glorified route of winning the Europa League but both sides will be looking to enhance their claims via the Premier League at Anfield. Liverpool and Stoke City have met three times this season with the away team winning 1-0 on each occasion, although disappointingly for Mark Hughes that was not enough to take his side into the Capital One Cup final on their last visit to Anfield. Liverpool’s options are stretched in central midfield with Jordan Henderson injured and Emre Can commencing a two-match suspension. Andy Hunter"
722,Tottenham Hotspur,Manchester United,Fri 8 Apr 2016 17.01 BST,2015-16,"If the title is not going to end up with Claudio Ranieri and Leicester, Tottenham need to win here. Kyle Walker’s own goal gave United three points and a flying start to the season in August, but since then Tottenham have improved in all areas. United haven’t lost at White Hart Lane in any of their last 14 league encounters, and have two successive clean sheets behind them. Joel Tivemo "
723,Watford,Everton,Fri 8 Apr 2016 16.46 BST,2015-16,"Roberto Martínez will be perturbed by Everton’s run of three successive league defeats. However, the Spaniard will see Watford, who are on an even worse run of four defeats, as a golden opportunity to gain momentum ahead of their season-defining FA Cup semi-final. Quique Sánchez Flores will feel exactly the same as Watford have a semi-final of their own to contend against Crystal Palace. Graham Searles"
724,Crystal Palace,Norwich City,Fri 8 Apr 2016 16.17 BST,2015-16,"For most clubs tantalisingly in touch of safety, successive home games against Norwich City and Everton would represent an opportunity. After all, Alex Neil’s side are one of the few teams below Crystal Palace, while Everton’s focus is purely on an FA Cup semi-final to come. Yet Alan Pardew’s side have lost their last six matches at Selhurst Park and Norwich are in their best form of the season and threatening to break free of the condemned. Pardew has called for a raucous atmosphere but this pocket of south London may be gripped by nerves. Dominic Fifield"
725,West Ham United,Arsenal,Fri 8 Apr 2016 15.34 BST,2015-16,"West Ham began their season with a 2-0 victory at the Emirates Stadium and their chances of finishing in the top four could rest on completing their first league double over Arsenal since the 2006-07 season. Yet Arsenal are in good form, thrashing Everton and Watford in their previous two matches, and victory at Upton Park would keep their title hopes alive. Jacob Steinberg"
726,Manchester City,West Bromwich Albion,Fri 8 Apr 2016 15.13 BST,2015-16,"As they welcome West Bromwich Albion, Manuel Pellegrini’s side should be buzzing after the 2-2 draw at PSG in Wednesday’s Champions League quarter-final first leg. This bounce may be required to dismantle a Tony Pulis side that could feature a four-man defence of centre-backs, as is the manager’s penchant. This was what Manchester United faced when they lost at The Hawthorns last month and, as Louis van Gaal’s side are at Tottenham Hotspur on Sunday, here is a chance to open up a four-point lead over United in the race for a Champions League berth. Jamie Jackson"
727,Swansea City,Chelsea,Fri 8 Apr 2016 14.45 BST,2015-16,"Chelsea have never drawn blank against Swansea in the Premier League and combined with the fact that Guus Hiddink is yet to lose a league game since returning, the omens are not brilliant for Francesco Guidolin. However, Gylfi Sigurdsson’s three goals in his last four games have lifted Swansea from imminent danger and the Icelander’s semblance of his former brilliance could upset the odds. Graham Searles"
728,Aston Villa,Bournemouth,Fri 8 Apr 2016 14.17 BST,2015-16,"It may seem incredible but Aston Villa are bidding to complete a league double over Bournemouth, after securing their only away win against Eddie Howe’s side on the opening day of the season. Since then Villa have crumbled, sacking Tim Sherwood and Rémi Garde. All hopes of avoiding relegation are more mathematical than plausible now and the drop could be confirmed on Saturday. Graham Searles"
729,Arsenal,Watford,Fri 1 Apr 2016 18.21 BST,2015-16,"Watford are enjoying a great season under Quique Sánchez Flores, but with one point from their last four league games they still have to be careful. Arsenal need victory to stay in the top four – and to keep any possible title hopes alive. These sides met at the Emirates only three weeks ago in the FA Cup, when Watford worked incredibly hard to knock out an Arsenal side that looked far too complacent on the day. Arthur Renard"
